clean,created_at,extended_tweet.full_text,id,text
no that is so 😞,Sun Mar 21 18:42:38 +0000 2021,,1373706634611060738,@spitslut_ no that’s so 😞
Thank you 😞,Sun Mar 21 18:42:42 +0000 2021,,1373706649391792133,@Enibola1 Thank you 😞
I am eating til it is over 😞 last POV on ,Sun Mar 21 18:42:44 +0000 2021,,1373706657360920576,@BrazilianHoneyy I’m eating til it’s over 😞 last POV on @WWENetwork
#week39  #RememberMyNoah💙 #NoahsArmy⚡️ #AVoiceForEveryChild  oh my heart 😞,Sun Mar 21 18:42:46 +0000 2021,,1373706667611852802,RT @_M_A_Z_Z_A: #week39  #RememberMyNoah💙 #NoahsArmy⚡️ #AVoiceForEveryChild  oh my heart 😞
I am so sorry Travis 😞 hugs ❤️❤️❤️,Sun Mar 21 18:42:49 +0000 2021,,1373706681620697088,@cleerdesign I’m so sorry Travis 😞 hugs ❤️❤️❤️
"I just can not see Man United get knocked out of another cup competition. The match for me is done.   Fred was bad. Collectively the whole back line was horrible.  Anyway, enjoy the break and come back stronger, I guess. 😞  #mufc #FACup",Sun Mar 21 18:42:52 +0000 2021,"I just can't see Man United get knocked out of another cup competition. The match for me is done. 

Fred was bad. Collectively the whole back line was horrible.

Anyway, enjoy the break and come back stronger, I guess.
😞

#mufc #FACup",1373706691900928006,"I just can't see Man United get knocked out of another cup competition. The match for me is done. 

Fred was bad. C… https://t.co/Fgmtb3trax"
"Hahahahahah so sweet of you 🥺🥺, thankyou and yesss haar rhi hai 😞",Sun Mar 21 18:42:58 +0000 2021,,1373706716139905028,"@peshuntzero Hahahahahah so sweet of you 🥺🥺, thankyou and yesss haar rhi hai 😞"
i want to be loved just like rapunzel is it too much to ask 😞,Sun Mar 21 18:42:58 +0000 2021,,1373706718996205572,i want to be loved just like rapunzel is it too much to ask 😞
Sorry I have been mia 😞 I have been putting together furniture and my lil pussy is sooo sore ,Sun Mar 21 18:43:01 +0000 2021,,1373706728903110658,RT @xailor_moon: Sorry I’ve been mia 😞 I’ve been putting together furniture and my lil pussy is sooo sore https://t.co/3ZCyVIO8N4
"I am watching Netflix, that is not how I ruin my weekend 😞",Sun Mar 21 18:43:02 +0000 2021,,1373706736507437060,"@OlawaleDs I’m watching Netflix, that’s not how I ruin my weekend 😞"
Horrified at all the dog thefts in Nottingham recently! I feel scared to take Fin out on my own at the minute 😞,Sun Mar 21 18:43:03 +0000 2021,,1373706740886278151,Horrified at all the dog thefts in Nottingham recently! I feel scared to take Fin out on my own at the minute 😞
I do not know if to be happy or sad 😞 congratulations to my Nigeria brother   I sorry for Man you,Sun Mar 21 18:43:04 +0000 2021,,1373706743876816902,I don’t know if to be happy or sad 😞 congratulations to my Nigeria brother @67Kelechi  I sorry for Man U
I did on Wednesday... so sad 😞,Sun Mar 21 18:43:04 +0000 2021,,1373706745135124481,@ChojnackiMike I did on Wednesday... so sad 😞
miss them so much 😞 ,Sun Mar 21 18:43:08 +0000 2021,,1373706760775729152,@vantaedits @BTS_twt miss them so much 😞 https://t.co/i9n4vb2Sxb
😞 hes so cool,Sun Mar 21 18:43:14 +0000 2021,,1373706785656352776,😞 hes so cool
so sorry 😞,Sun Mar 21 18:43:15 +0000 2021,,1373706788080652291,@tinycomfy so sorry 😞
*whispers* 9th 😞,Sun Mar 21 18:43:17 +0000 2021,,1373706799472332810,@TheWordOfErynn *whispers* 9th 😞
i feel so sleepy but i have to stay up 😞 so I am going to stay here on twt for a bit ,Sun Mar 21 18:43:24 +0000 2021,,1373706826987012098,i feel so sleepy but i have to stay up 😞 so im gonna stay here on twt for a bit https://t.co/KW1QkCrOOX
that is a shame. 😞,Sun Mar 21 18:43:25 +0000 2021,,1373706831864926209,@AllThingsVicki That’s a shame. 😞
going to play my cat game 😞,Sun Mar 21 18:43:25 +0000 2021,,1373706832024383493,going to play my cat game 😞
We have not had a government for the past 30 years  😞,Sun Mar 21 18:43:26 +0000 2021,,1373706833957904386,@Makelifegreata2 @BitcoinMotorist We haven’t had a government for the past 30 years  😞
Sigh! 😞 ,Sun Mar 21 18:43:26 +0000 2021,,1373706834368888836,Sigh! 😞 https://t.co/AMd24EaGek
"Argh, so sorry to hear this, Pete. But yes, the screen time has been unreal. 😞",Sun Mar 21 18:43:34 +0000 2021,,1373706869265551368,"@DrPeteKirwan Argh, so sorry to hear this, Pete. But yes, the screen time has been unreal. 😞"
"Give his due, he is not a bigamist who locks people in attics. Low bar I know. Unfortunately, the extract thing has become something of a necessity with the time we have. I get 2 1/2 hours with year 9 and the 1/2 is last thing Friday after Art so is 15 mins really 😞",Sun Mar 21 18:43:36 +0000 2021,"@DiLeed @Soozmalooz1 @BarbaraBleiman @LNS_MissJ Give his due, he isn’t a bigamist who locks people in attics. Low bar I know. Unfortunately, the extract thing has become something of a necessity with the time we have. I get 2 1/2 hours with year 9 and the 1/2 is last thing Friday after Art so is 15 mins really 😞",1373706878472032260,"@DiLeed @Soozmalooz1 @BarbaraBleiman @LNS_MissJ Give his due, he isn’t a bigamist who locks people in attics. Low b… https://t.co/fL9Aqoq8K4"
73% of all new cases in France are the Kent variant. Brought here after people travelled to the UK for Christm…,Sun Mar 21 18:43:37 +0000 2021,,1373706883689762823,RT @7691Toro: @MartinRemains 73% of all new cases in France are the Kent variant. Brought here after people travelled to the UK for Christm…
"Of course i know she is dead 😞 but i think all real fans chyna and the new generation mostly used instagram , her unique works should be taken to this new generation #rip_chyna #the9thwonderoftheworld",Sun Mar 21 18:43:38 +0000 2021,"@Samruss70462800 @ChynaJoanLaurer Of course i know she's dead 😞 but i think all real fans chyna and the new generation mostly used instagram , her unique works should be taken to this new generation #rip_chyna #the9thwonderoftheworld",1373706886680313863,"@Samruss70462800 @ChynaJoanLaurer Of course i know she's dead 😞 but i think all real fans chyna and the new generat… https://t.co/3Kqdh5y5ks"
mine were all ugly apart from the last one then i find out he 18 😞,Sun Mar 21 18:43:40 +0000 2021,,1373706894087483395,@bvnnyu @88iines mine were all ugly apart from the last one then i find out he 18 😞
Completely agree! So time consuming it is actually exhausting 😞,Sun Mar 21 18:43:41 +0000 2021,,1373706899128995844,@miss_mayne91 Completely agree! So time consuming it’s actually exhausting 😞
Aw I never had the opportunity to visit before Katrina 😞,Sun Mar 21 18:43:43 +0000 2021,,1373706905575682048,@b_blackheart Aw I never had the opportunity to visit before Katrina 😞
Ohoo can not dm since your acc is private. 😞,Sun Mar 21 18:43:50 +0000 2021,,1373706934461759492,@thatxadriana Ohoo cant dm since your acc is private. 😞
Watching tarantula feeding videos now wants me to hold one 😞 I love them.,Sun Mar 21 18:43:50 +0000 2021,,1373706934960934912,Watching tarantula feeding videos now wants me to hold one 😞 I love them.
So mad and upset!!! From a high point last week to a extremely low point this week 😞 man I really felt we were going to make a run!,Sun Mar 21 18:43:52 +0000 2021,@Fan_Prspective @YouTube So mad and upset!!! From a high point last week to a extremely low point this week 😞 man I really felt we were going to make a run!,1373706943680892933,@Fan_Prspective @YouTube So mad and upset!!! From a high point last week to a extremely low point this week 😞 man I… https://t.co/7j4pjX9Bun
#WWEFastlane predictions! The last pay-per-view on the #WWENetwork 😞 #Edge #RomanReigns #DanielBryan #AlexaBliss #Sash…,Sun Mar 21 18:43:54 +0000 2021,,1373706951826288643,RT @1broodingmisfit: #WWEFastlane predictions! The last pay-per-view on the #WWENetwork 😞 #Edge #RomanReigns #DanielBryan #AlexaBliss #Sash…
Craving some spicy ass crawfish 😞,Sun Mar 21 18:44:01 +0000 2021,,1373706981630959616,Craving some spicy ass crawfish 😞
"What happened Armchair Manager , I saw you slagging your team off again so I presume you lost 😞 😂😂",Sun Mar 21 18:44:02 +0000 2021,,1373706986404122624,"@herronaitor What happened Armchair Manager , I saw you slagging your team off again so I presume you lost 😞 😂😂"
I do not want to wear a bra but this breeze making my nipples hurt 😞,Sun Mar 21 18:44:03 +0000 2021,,1373706988694212611,I don’t wanna wear a bra but this breeze making my nipples hurt 😞
I hate this feeling 😞,Sun Mar 21 18:44:03 +0000 2021,,1373706989809893380,I hate this feeling 😞
look here 😞,Sun Mar 21 18:44:07 +0000 2021,,1373707007711150087,@claudiadinis98 look here 😞
Been there. I am so sorry. 😞,Sun Mar 21 18:44:07 +0000 2021,,1373707009527316483,@_RobertSchultz Been there. I am so sorry. 😞
i already got the wooyoung center part down 😞,Sun Mar 21 18:44:20 +0000 2021,,1373707063021436933,i already got the wooyoung center part down 😞
i have so much love for him help 😞   💜,Sun Mar 21 18:44:24 +0000 2021,,1373707080637456384,"i have so much love for him help 😞

@BTS_twt 💜"
I think I am lawful neutral or lawful good 😞,Sun Mar 21 18:44:26 +0000 2021,,1373707088350810117,@pattnotpratt I think I’m lawful neutral or lawful good 😞
"But they will not be too upset because 'at least they have been jabbed' Society is sick 😞",Sun Mar 21 18:44:30 +0000 2021,,1373707103559413764,"@JamesMelville But they won't be too upset because 'at least they've been jabbed'
Society is sick 😞"
my favourite taehyung boba compilation look at him hes just floating in the water 😞 ,Sun Mar 21 18:44:30 +0000 2021,,1373707105715228673,RT @vantetum: my favourite taehyung boba compilation look at him hes just floating in the water 😞 https://t.co/bemf7FQR0m
I wish I knew how to brush off criticism from others and completely let it go. 😞,Sun Mar 21 18:44:31 +0000 2021,,1373707109091704839,I wish I knew how to brush off criticism from others and completely let it go. 😞
I have an implant in my arm so this man could freely nut in me and he wants to call me crazy 😞,Sun Mar 21 18:44:32 +0000 2021,,1373707110337241090,RT @theonlydreyahh: I have an implant in my arm so this man could freely nut in me and he wants to call me crazy 😞
everything reminds me of him 😞,Sun Mar 21 18:44:32 +0000 2021,,1373707110962372608,RT @kthyaz: everything reminds me of him 😞
I LOVE the performance of this song in the wonderland tour. Why the tour is not on dvd ? 😞  ,Sun Mar 21 18:44:34 +0000 2021,,1373707122421141509,@HowardDonald I LOVE the performance of this song in the wonderland tour. Why the tour is not on dvd ? 😞 @GaryBarlow @OfficialMarkO
it is impossible to get anyone to take my pain seriously and I am worried 😞,Sun Mar 21 18:44:35 +0000 2021,,1373707126116290563,It’s impossible to get anyone to take my pain seriously and I’m worried 😞
Not so #disappointed. Ole need not rotate team so badly. #MUFC.,Sun Mar 21 18:44:39 +0000 2021,,1373707142969057280,Not so #disappointed. Ole need not rotate team so badly. #MUFC.
I love daffodils. I have the same childhood memories of them - my late mum’s favourite 😞 we she used to had them lining up our flowerbeds.   Every year I buy some to brighten the room. ,Sun Mar 21 18:44:40 +0000 2021,"@Look_its_Rhonda I love daffodils. I have the same childhood memories of them - my late mum’s favourite 😞 we she used to had them lining up our flowerbeds. 

Every year I buy some to brighten the room. https://t.co/uyE9LzhCDm",1373707144093044737,@Look_its_Rhonda I love daffodils. I have the same childhood memories of them - my late mum’s favourite 😞 we she us… https://t.co/IdbmZTUCPO
I indeed used Aztec clay but it was not good for me as it was too abrasive on my skin. I bled a lot. 😞 I also hmuse  that actually is thee best moisturizer I have ever used in my life. I wish they made one for all over the body cuz I be ashy lol. I tried...,Sun Mar 21 18:44:45 +0000 2021,@SherryAmor12 I indeed used Aztec clay but it wasn’t good for me as it was too abrasive on my skin. I bled a lot. 😞 I also hmuse @BASEBUTTER that actually is thee best moisturizer ive ever used in my life. I wish they made one for all over the body cuz I be ashy lol. I tried...,1373707166176178188,@SherryAmor12 I indeed used Aztec clay but it wasn’t good for me as it was too abrasive on my skin. I bled a lot. 😞… https://t.co/UOA97PM5KS
😂😂😂😂😂😂😂😂😂😂 shade,Sun Mar 21 18:44:45 +0000 2021,,1373707168847958018,😂😂😂😂😂😂😂😂😂😂 shade
I know truth hurts 😞,Sun Mar 21 18:44:47 +0000 2021,,1373707174195642375,I know truth hurts 😞
can not you just realise Ole can not take this team anywhere close to winning a trophy? Just get rid of him. it is heart breaking 😞,Sun Mar 21 18:44:50 +0000 2021,,1373707189941075974,"@ManUtd can't you just realise Ole can't take this team anywhere close to winning a trophy? Just get rid of him. It's heart breaking 😞"
so true bff it sus 3 of my accounts 😞,Sun Mar 21 18:44:53 +0000 2021,,1373707199281655809,@rithstae so true bff it sus 3 of my accounts 😞
same thing happens to me 😞 BUT AAAH,Sun Mar 21 18:44:54 +0000 2021,,1373707204361129988,@hwastarzz same thing happens to me 😞 BUT AAAH
Bet those cities’ Mayors will not have the courage to do so 😞  Looking at you southern and midwestern cities.,Sun Mar 21 18:44:56 +0000 2021,,1373707212342882304,"@notdanilu Bet those cities’ Mayors won’t have the courage to do so 😞

Looking at you southern and midwestern cities."
me too 😞,Sun Mar 21 18:44:56 +0000 2021,,1373707213877997570,@iBiteChoso me too 😞
So true ....Missing you Mommy 😢 😞 ,Sun Mar 21 18:44:57 +0000 2021,,1373707218210713604,So true ....Missing you Mommy 😢 😞 https://t.co/0WEkhZyI7D
the damage has been done 😞,Sun Mar 21 18:44:58 +0000 2021,,1373707219745771522,@UnitedStandMUFC the damage has been done 😞
"This is going to be a long week  , 😞 .",Sun Mar 21 18:45:00 +0000 2021,,1373707229518561287,"@Newzroom405 This is going to be a long week  , 😞 ."
I LOVE you SO MUCH MORE 😞,Sun Mar 21 18:45:00 +0000 2021,,1373707230588063745,@mililuzi I LOVE U SO MUCH MORE 😞
See.. I would but we have the same owner and she would be very unpleased and uhhh that is my brother 😬😬 but I am probably going to get steppies anyway 😞,Sun Mar 21 18:45:03 +0000 2021,"@TheWiseFool8 @ShinobiOwl97 See.. I would but we have the same owner and she would be very unpleased and uhhh that's my brother 😬😬 but im probably gonna get steppies anyway 😞",1373707243913367552,"@TheWiseFool8 @ShinobiOwl97 See.. I would but we have the same owner and she would be very unpleased and uhhh that'… https://t.co/AEBARAsFU7"
Homero Gómez González spent years trying to protect the monarch butterfly from loggers and criminal groups in Michoacán…,Sun Mar 21 18:45:08 +0000 2021,,1373707263349772289,RT @miblogestublog: Homero Gómez González spent years trying to protect the monarch butterfly from loggers and criminal groups in Michoacán…
I hemorrhaged and had to have an emergency D&amp;C and blood transfusions (I had told nurses that I was bleeding heavily but they gave me a Valium and sent me home) 4 days in intensive care and my baby had to jump to bottle feeding. 😞,Sun Mar 21 18:45:09 +0000 2021,I hemorrhaged and had to have an emergency D&amp;C and blood transfusions (I had told nurses that I was bleeding heavily but they gave me a Valium and sent me home) 4 days in intensive care and my baby had to jump to bottle feeding. 😞,1373707266608742400,I hemorrhaged and had to have an emergency D&amp;C and blood transfusions (I had told nurses that I was bleeding heavil… https://t.co/gobtmum694
March Madness is heartbreaking 😞,Sun Mar 21 18:45:09 +0000 2021,,1373707269087453184,March Madness is heartbreaking 😞
jinsoul here 😞 ,Sun Mar 21 18:45:12 +0000 2021,,1373707278826672130,jinsoul here 😞 https://t.co/rnaNMzzFjU
We all do 😞,Sun Mar 21 18:45:13 +0000 2021,,1373707285680295936,@JustAnLED We all do 😞
no clue i just do not want to hurt her feelings 😞,Sun Mar 21 18:45:14 +0000 2021,,1373707287278149633,@wahrya no clue i just don’t wanna hurt her feelings 😞
Mourinho benched my FPL captain 😞 I hope Spurs get destroyed,Sun Mar 21 18:45:18 +0000 2021,,1373707305359933442,Mourinho benched my FPL captain 😞 I hope Spurs get destroyed
yea this one 😞,Sun Mar 21 18:45:21 +0000 2021,,1373707318966239234,@olbwtm @bvnnyu @88iines yea this one 😞
it helps ease the pain 😞,Sun Mar 21 18:45:24 +0000 2021,,1373707329695277056,@kyumverse it helps ease the pain 😞
"I just saw what you said on Tom’s new vlog about lockdown getting to you 😞 I absolutely feel you and just want to send you a big hug! it is really tough but hopefully we are starting to see some light ahead 🙏 Lots of love, we will always be here for you 💙💙💙",Sun Mar 21 18:45:27 +0000 2021,"@DLanceBlack I just saw what you said on Tom’s new vlog about lockdown getting to you 😞 I absolutely feel you and just want to send you a big hug! It’s really tough but hopefully we’re starting to see some light ahead 🙏 Lots of love, we’ll always be here for you 💙💙💙",1373707343821737984,@DLanceBlack I just saw what you said on Tom’s new vlog about lockdown getting to you 😞 I absolutely feel you and j… https://t.co/BotND4HPVM
I am broken 😞,Sun Mar 21 18:45:31 +0000 2021,,1373707358069649413,I’m broken 😞
I see so many people rooting their risk assessment in death — not taking the myriad of debilitating long-term complications…,Sun Mar 21 18:45:34 +0000 2021,,1373707370728153090,RT @iansaint_: I see so many people rooting their risk assessment in death — not taking the myriad of debilitating long-term complications…
"that is because you have not played Wizard's Tower yet. Although it too sadly needs to be in person 😞",Sun Mar 21 18:45:35 +0000 2021,,1373707375379615745,"@ghirapurigears That's because you haven't played Wizard's Tower yet. Although it too sadly needs to be in person 😞"
i miss tenyang hotel room ig lives 😞 ,Sun Mar 21 18:45:41 +0000 2021,,1373707401451470850,RT @LYYFEED: i miss tenyang hotel room ig lives 😞 https://t.co/TbpVdFaIzA
Under another big stone but Mum said enough 😞,Sun Mar 21 18:45:41 +0000 2021,,1373707402084761606,@HautDominique Under another big stone but Mum said enough 😞
Sorry to hear this. 😞,Sun Mar 21 18:45:42 +0000 2021,,1373707406295842819,@thereelseal Sorry to hear this. 😞
Wounded 😞,Sun Mar 21 18:45:44 +0000 2021,,1373707415279968256,@Miss_Dalisa Wounded 😞
this is so sad omg dm whenever you need help w that 😞 ,Sun Mar 21 18:45:46 +0000 2021,,1373707420967432192,@7ntheaven this is so sad omg dm whenever you need help w that 😞 https://t.co/Fcy4gsn9SU
Haye do not remind me. 😞,Sun Mar 21 18:45:47 +0000 2021,,1373707428529725440,@laaleen @Kschessinska_M Haye don’t remind me. 😞
i feel so sad looking at it 😞 why can not anyone look at me like that 😩,Sun Mar 21 18:45:48 +0000 2021,,1373707430740246528,"@DSCWRLDS i feel so sad looking at it 😞 why can't anyone look at me like that 😩"
ako clout chaser 😞,Sun Mar 21 18:45:48 +0000 2021,,1373707431256068098,@seonghwahrs ako clout chaser 😞
sorry 😞,Sun Mar 21 18:45:52 +0000 2021,,1373707449211838464,@erenpegger sorry 😞
"An apology is so damn called for rn, but I do not think it will be likely or genuine. Crossing that many lines with so-called 'jokes' can not get solved with just an apology either 😞",Sun Mar 21 18:45:54 +0000 2021,"@fukagamine @INKUYOSGONE An apology is so damn called for rn, but I dont think it'll be likely or genuine. Crossing that many lines with so-called 'jokes' cant get solved with just an apology either 😞",1373707457197862913,"@fukagamine @INKUYOSGONE An apology is so damn called for rn, but I dont think it'll be likely or genuine. Crossing… https://t.co/VdaOiiKRmQ"
I wish this is how smilers would rank Hate Me if they do not like it instead of saying it is the “worst song” on PH. 😞,Sun Mar 21 18:45:55 +0000 2021,,1373707461694124033,I wish this is how smilers would rank Hate Me if they don’t like it instead of saying it’s the “worst song” on PH. 😞
"On a Sunday, you just have to feel for Joc 😞",Sun Mar 21 18:45:59 +0000 2021,,1373707478941245447,"On a Sunday, you just have to feel for Joc 😞"
I think it is sad reality 😞,Sun Mar 21 18:46:01 +0000 2021,,1373707486537089031,"@MuzamilJunejo4 @Shareef_HogaTu I think it's sad reality 😞"
"Looking to rewatch some old black movies from the 90s ; Above the Rim, Higher Learning, White men can not jump, Low down dirty Shame, Menace II Society, New Jack City etc  can not find any on Netflix 😞",Sun Mar 21 18:46:02 +0000 2021,"Looking to rewatch some old black movies from the 90s ; Above the Rim, Higher Learning, White men can’t jump, Low down dirty Shame, Menace II Society, New Jack City etc

Can’t find any on Netflix 😞",1373707491784146945,"Looking to rewatch some old black movies from the 90s ; Above the Rim, Higher Learning, White men can’t jump, Low d… https://t.co/KXRKMNTynr"
jaehyun and jungwoo are the cutest when they are happy 😞 ,Sun Mar 21 18:46:10 +0000 2021,,1373707523623059456,RT @flirtywoos: jaehyun and jungwoo are the cutest when they’re happy 😞 https://t.co/YUgKg3PE16
everything i want to eat i can not 😞,Sun Mar 21 18:46:11 +0000 2021,,1373707527263686658,everything i wanna eat i cant 😞
I am sad 😞 and i want mariscos,Sun Mar 21 18:46:11 +0000 2021,,1373707529239195648,Im sad 😞 and i want mariscos
"Yeah, the highest has ever been 😞",Sun Mar 21 18:46:25 +0000 2021,,1373707585140981761,"@faithvalntyne25 Yeah, the highest has ever been 😞"
"i been telling her, but she do not listen 😞",Sun Mar 21 18:46:26 +0000 2021,,1373707591210045441,"@AdoreYouCherry @tbslmelody i been telling her, but she don't listen 😞"
Yes madam 😞,Sun Mar 21 18:46:39 +0000 2021,,1373707645006254083,@ShaunnaAllicia Yes ma’am 😞
it is awful how…,Sun Mar 21 18:46:43 +0000 2021,,1373707663285059592,"RT @Anakerie: @R5Eileen @RieMcAz @12Tulip3 @DallasDietzenba @xrayrox @NuggetScrapper @TroyPittman1 @KarenGravel @LissaThinks It's awful how…"
anyone want a lukai thread? I am seeing a lot of them and I miss them 😞 ,Sun Mar 21 18:46:44 +0000 2021,,1373707664287526917,anyone want a lukai thread? Im seeing a lot of them and I miss them 😞 https://t.co/O07Fulx8Gl
Lisa who have 48.2M followers on Instagram but bully one of the trainee in front of a lot people just because he is bal…,Sun Mar 21 18:46:50 +0000 2021,,1373707690631950345,RT @selfcontrolbish: Lisa who have 48.2M followers on Instagram but bully one of the trainee in front of a lot people just because he’s bal…
i just thought about how funny it would be to get in a nonserious argument with joon about some logical topic and disagree with him just to annoy him 😞,Sun Mar 21 18:46:54 +0000 2021,i just thought about how funny it would be to get in a nonserious argument with joon about some logical topic and disagree with him just to annoy him 😞,1373707709963509764,i just thought about how funny it would be to get in a nonserious argument with joon about some logical topic and d… https://t.co/OVGxv9MPtL
I grew up with Snoofy now I feel like there is no more purpose in life. did not realise how much of my happiness depended on him. 😞,Sun Mar 21 18:46:59 +0000 2021,,1373707730515468288,I grew up with Snoofy now I feel like there’s no more purpose in life. Didn’t realise how much of my happiness depended on him. 😞
"New dialogue: Realizations   Later...  Babs: “it is your lucky day, Tom! here is your invitation to the masked ball for tonigh…",Sun Mar 21 18:47:02 +0000 2021,,1373707739478818820,"RT @ItsRudely: New dialogue: Realizations 

Later...

Babs: “It’s your lucky day, Tom! Here’s your invitation to the masked ball for tonigh…"
getting up now ig... 😞 ,Sun Mar 21 18:47:02 +0000 2021,,1373707743157125120,getting up now ig... 😞 https://t.co/BUla9XW8a5
"This needs sorting NOW. No equality,  no impact assessment. No thought for  the women in this decade getting extra 6 y…",Sun Mar 21 18:47:04 +0000 2021,,1373707749368926211,"RT @DianaEverington: This needs sorting NOW. No equality,  no impact assessment. No thought for  the women in this decade getting extra 6 y…"
I am getting more ia every day sighs school 😞,Sun Mar 21 18:47:04 +0000 2021,,1373707749939417090,@jwyeos im getting more ia every day sighs school 😞
this is literally me 😞,Sun Mar 21 18:47:05 +0000 2021,,1373707753479364611,@magicposh this is literally me 😞
It was the plenty of fish 🐠 lad .. he messaged me saying I am unfollowing you because of your terrible 😞 typos and blocked me x🤣❤️🤣❤️🤣,Sun Mar 21 18:47:06 +0000 2021,@pourmeavino It was the plenty of fish 🐠 lad .. he messaged me saying I’m unfollowing you because of your terrible 😞 typos and blocked me x🤣❤️🤣❤️🤣,1373707758982328330,@pourmeavino It was the plenty of fish 🐠 lad .. he messaged me saying I’m unfollowing you because of your terrible… https://t.co/jUHX4MqwC6
